experiment_resnet18_lr1e-05_outfeatures128_threshold0.4
Train: [0/49632 (0%)]	Loss: 0.339465
Train: [2464/49632 (5%)]	Loss: 0.003539
Train: [2496/49632 (5%)]	Loss: 0.003187
Train: [2528/49632 (5%)]	Loss: 0.003408
Train: [2560/49632 (5%)]	Loss: 0.001696
Train: [2592/49632 (5%)]	Loss: 0.002449
Train: [2624/49632 (5%)]	Loss: 0.001973
Train: [2656/49632 (5%)]	Loss: 0.002614
Train: [2688/49632 (5%)]	Loss: 0.001815
Train: [2720/49632 (5%)]	Loss: 0.001725
Train: [2752/49632 (6%)]	Loss: 0.001918
Train: [2784/49632 (6%)]	Loss: 0.001083
Train: [2816/49632 (6%)]	Loss: 0.001660
Train: [2848/49632 (6%)]	Loss: 0.001237
Train: [2880/49632 (6%)]	Loss: 0.003386
Train: [2912/49632 (6%)]	Loss: 0.002065
Train: [2944/49632 (6%)]	Loss: 0.002415
Train: [2976/49632 (6%)]	Loss: 0.003462
Train: [3008/49632 (6%)]	Loss: 0.000762
Train: [3040/49632 (6%)]	Loss: 0.005308
Train: [3072/49632 (6%)]	Loss: 0.000908
Train: [3104/49632 (6%)]	Loss: 0.001552
Train: [3136/49632 (6%)]	Loss: 0.002097
Train: [3168/49632 (6%)]	Loss: 0.002291
Train: [3200/49632 (6%)]	Loss: 0.001156
Train: [3232/49632 (7%)]	Loss: 0.000995
Train: [3264/49632 (7%)]	Loss: 0.001383
Train: [3296/49632 (7%)]	Loss: 0.005802
Train: [3328/49632 (7%)]	Loss: 0.001007
Train: [3360/49632 (7%)]	Loss: 0.001370
Train: [3392/49632 (7%)]	Loss: 0.001017
Train: [3424/49632 (7%)]	Loss: 0.000778
Train: [3456/49632 (7%)]	Loss: 0.001179
Train: [3488/49632 (7%)]	Loss: 0.001178
Train: [3520/49632 (7%)]	Loss: 0.001052
Train: [3552/49632 (7%)]	Loss: 0.000642
Train: [3584/49632 (7%)]	Loss: 0.001738
Train: [3616/49632 (7%)]	Loss: 0.001078
Train: [3648/49632 (7%)]	Loss: 0.001710
Train: [3680/49632 (7%)]	Loss: 0.007603
Train: [3712/49632 (7%)]	Loss: 0.001166
Train: [3744/49632 (8%)]	Loss: 0.000814
Train: [3776/49632 (8%)]	Loss: 0.000570
Train: [3808/49632 (8%)]	Loss: 0.001494
Train: [3840/49632 (8%)]	Loss: 0.001110
Train: [3872/49632 (8%)]	Loss: 0.000488
Train: [3904/49632 (8%)]	Loss: 0.001009
Train: [3936/49632 (8%)]	Loss: 0.000505
Train: [3968/49632 (8%)]	Loss: 0.000488
Train: [4000/49632 (8%)]	Loss: 0.000763
Train: [4032/49632 (8%)]	Loss: 0.000838
Train: [4064/49632 (8%)]	Loss: 0.000971
Train: [4096/49632 (8%)]	Loss: 0.002611
Train: [4128/49632 (8%)]	Loss: 0.000386
Train: [4160/49632 (8%)]	Loss: 0.000337
Train: [4192/49632 (8%)]	Loss: 0.000436
Train: [4224/49632 (9%)]	Loss: 0.000221
Train: [4256/49632 (9%)]	Loss: 0.000375
Train: [4288/49632 (9%)]	Loss: 0.000412
Train: [4320/49632 (9%)]	Loss: 0.000884
Train: [4352/49632 (9%)]	Loss: 0.000506
Train: [4384/49632 (9%)]	Loss: 0.000724
Train: [4416/49632 (9%)]	Loss: 0.000541
Train: [4448/49632 (9%)]	Loss: 0.000791
Train: [4480/49632 (9%)]	Loss: 0.000526
Train: [4512/49632 (9%)]	Loss: 0.000780
Train: [4544/49632 (9%)]	Loss: 0.000171
Train: [4576/49632 (9%)]	Loss: 0.000361
Train: [4608/49632 (9%)]	Loss: 0.003412
Train: [4640/49632 (9%)]	Loss: 0.000247
Train: [4672/49632 (9%)]	Loss: 0.000207
Train: [4704/49632 (9%)]	Loss: 0.000322
Train: [4736/49632 (10%)]	Loss: 0.000888
Train: [4768/49632 (10%)]	Loss: 0.000337
Train: [4800/49632 (10%)]	Loss: 0.000310
Train: [4832/49632 (10%)]	Loss: 0.000461
Train: [4864/49632 (10%)]	Loss: 0.000706
Train: [4896/49632 (10%)]	Loss: 0.000203
Train: [4928/49632 (10%)]	Loss: 0.000381
Train: [4960/49632 (10%)]	Loss: 0.000253
Train: [4992/49632 (10%)]	Loss: 0.000174
Train: [5024/49632 (10%)]	Loss: 0.000217
Train: [5056/49632 (10%)]	Loss: 0.000255
Train: [5088/49632 (10%)]	Loss: 0.000991
Train: [5120/49632 (10%)]	Loss: 0.000230
Train: [5152/49632 (10%)]	Loss: 0.007102
Train: [5184/49632 (10%)]	Loss: 0.000350
Train: [5216/49632 (11%)]	Loss: 0.000762
Train: [5248/49632 (11%)]	Loss: 0.002433
Train: [5280/49632 (11%)]	Loss: 0.001997
Train: [5312/49632 (11%)]	Loss: 0.001192
Train: [5344/49632 (11%)]	Loss: 0.000699
Train: [5376/49632 (11%)]	Loss: 0.000152
Train: [5408/49632 (11%)]	Loss: 0.000923
Train: [5440/49632 (11%)]	Loss: 0.004946
Train: [5472/49632 (11%)]	Loss: 0.001023
Train: [5504/49632 (11%)]	Loss: 0.000891
Train: [5536/49632 (11%)]	Loss: 0.000916
Train: [5568/49632 (11%)]	Loss: 0.000255
Train: [5600/49632 (11%)]	Loss: 0.000194
Train: [5632/49632 (11%)]	Loss: 0.000324
Train: [5664/49632 (11%)]	Loss: 0.000807
Train: [5696/49632 (11%)]	Loss: 0.001169
Train: [5728/49632 (12%)]	Loss: 0.000485
Train: [5760/49632 (12%)]	Loss: 0.000569
Train: [5792/49632 (12%)]	Loss: 0.000134
Train: [5824/49632 (12%)]	Loss: 0.000199
Train: [5856/49632 (12%)]	Loss: 0.000464
Train: [5888/49632 (12%)]	Loss: 0.000731
Train: [5920/49632 (12%)]	Loss: 0.000326
Train: [5952/49632 (12%)]	Loss: 0.000129
Train: [5984/49632 (12%)]	Loss: 0.001066
Train: [6016/49632 (12%)]	Loss: 0.003178
Train: [6048/49632 (12%)]	Loss: 0.000245
Train: [6080/49632 (12%)]	Loss: 0.000528
Train: [6112/49632 (12%)]	Loss: 0.000460
Train: [6144/49632 (12%)]	Loss: 0.000765
Train: [6176/49632 (12%)]	Loss: 0.000378
Train: [6208/49632 (13%)]	Loss: 0.000187
Train: [6240/49632 (13%)]	Loss: 0.000288
Train: [6272/49632 (13%)]	Loss: 0.000279
Train: [6304/49632 (13%)]	Loss: 0.000354
Train: [6336/49632 (13%)]	Loss: 0.000459
Train: [6368/49632 (13%)]	Loss: 0.000556
Train: [6400/49632 (13%)]	Loss: 0.000352
Train: [6432/49632 (13%)]	Loss: 0.000287
Train: [6464/49632 (13%)]	Loss: 0.000639
Train: [6496/49632 (13%)]	Loss: 0.000819
Train: [6528/49632 (13%)]	Loss: 0.000687
Train: [6560/49632 (13%)]	Loss: 0.000289
Train: [6592/49632 (13%)]	Loss: 0.000324
Train: [6624/49632 (13%)]	Loss: 0.001728
Train: [6656/49632 (13%)]	Loss: 0.001882
Train: [6688/49632 (13%)]	Loss: 0.044917
Train: [6720/49632 (14%)]	Loss: 0.003197
Train: [6752/49632 (14%)]	Loss: 0.018935
Train: [6784/49632 (14%)]	Loss: 0.041781
Train: [6816/49632 (14%)]	Loss: 0.007192
Train: [6848/49632 (14%)]	Loss: 0.009417
Train: [6880/49632 (14%)]	Loss: 0.003024
Train: [6912/49632 (14%)]	Loss: 0.002983
Train: [6944/49632 (14%)]	Loss: 0.012458
Train: [6976/49632 (14%)]	Loss: 0.008572
Train: [7008/49632 (14%)]	Loss: 0.003181
Train: [7040/49632 (14%)]	Loss: 0.009187
Train: [7072/49632 (14%)]	Loss: 0.002841
Train: [7104/49632 (14%)]	Loss: 0.002709
Train: [7136/49632 (14%)]	Loss: 0.003806
Train: [7168/49632 (14%)]	Loss: 0.002834
Train: [7200/49632 (15%)]	Loss: 0.002832
Train: [7232/49632 (15%)]	Loss: 0.005633
Train: [7264/49632 (15%)]	Loss: 0.002079
Train: [7296/49632 (15%)]	Loss: 0.002304
Train: [7328/49632 (15%)]	Loss: 0.002010
Train: [7360/49632 (15%)]	Loss: 0.002308
Train: [7392/49632 (15%)]	Loss: 0.001079
Train: [7424/49632 (15%)]	Loss: 0.003128
Train: [7456/49632 (15%)]	Loss: 0.001510
Train: [7488/49632 (15%)]	Loss: 0.000717
Train: [7520/49632 (15%)]	Loss: 0.000526
Train: [7552/49632 (15%)]	Loss: 0.003091
Train: [7584/49632 (15%)]	Loss: 0.001943
Train: [7616/49632 (15%)]	Loss: 0.000677
Train: [7648/49632 (15%)]	Loss: 0.001024
Train: [7680/49632 (15%)]	Loss: 0.001338
Train: [7712/49632 (16%)]	Loss: 0.001091
Train: [7744/49632 (16%)]	Loss: 0.032593
Train: [7776/49632 (16%)]	Loss: 0.003585
Train: [7808/49632 (16%)]	Loss: 0.002515
Train: [7840/49632 (16%)]	Loss: 0.001349
Train: [7872/49632 (16%)]	Loss: 0.017432
Train: [7904/49632 (16%)]	Loss: 0.001725
Train: [7936/49632 (16%)]	Loss: 0.001605
Train: [7968/49632 (16%)]	Loss: 0.002328
Train: [8000/49632 (16%)]	Loss: 0.001428
Train: [8032/49632 (16%)]	Loss: 0.052045
Train: [8064/49632 (16%)]	Loss: 0.002828
Train: [8096/49632 (16%)]	Loss: 0.005730
Train: [8128/49632 (16%)]	Loss: 0.004833
Train: [8160/49632 (16%)]	Loss: 0.005123
Train: [8192/49632 (17%)]	Loss: 0.004171
Train: [8224/49632 (17%)]	Loss: 0.005794
Train: [8256/49632 (17%)]	Loss: 0.011385
Train: [8288/49632 (17%)]	Loss: 0.003139
Train: [8320/49632 (17%)]	Loss: 0.002410
Train: [8352/49632 (17%)]	Loss: 0.005425
Train: [8384/49632 (17%)]	Loss: 0.004534
Train: [8416/49632 (17%)]	Loss: 0.006259
Train: [8448/49632 (17%)]	Loss: 0.004789
Train: [8480/49632 (17%)]	Loss: 0.002484
Train: [8512/49632 (17%)]	Loss: 0.002530
Train: [8544/49632 (17%)]	Loss: 0.001178
Train: [8576/49632 (17%)]	Loss: 0.002774
Train: [8608/49632 (17%)]	Loss: 0.003019
Train: [8640/49632 (17%)]	Loss: 0.002852
Train: [8672/49632 (17%)]	Loss: 0.002624
Train: [8704/49632 (18%)]	Loss: 0.003944
Train: [8736/49632 (18%)]	Loss: 0.001881
Train: [8768/49632 (18%)]	Loss: 0.002826
Train: [8800/49632 (18%)]	Loss: 0.002079
Train: [8832/49632 (18%)]	Loss: 0.000890
Train: [8864/49632 (18%)]	Loss: 0.000666
Train: [8896/49632 (18%)]	Loss: 0.004307
Train: [8928/49632 (18%)]	Loss: 0.000418
Train: [8960/49632 (18%)]	Loss: 0.001721
Train: [8992/49632 (18%)]	Loss: 0.000999
Train: [9024/49632 (18%)]	Loss: 0.000541
Train: [9056/49632 (18%)]	Loss: 0.000744
Train: [9088/49632 (18%)]	Loss: 0.000530
Train: [9120/49632 (18%)]	Loss: 0.000476
Train: [9152/49632 (18%)]	Loss: 0.001471
Train: [9184/49632 (19%)]	Loss: 0.000341
Train: [9216/49632 (19%)]	Loss: 0.001318
Train: [9248/49632 (19%)]	Loss: 0.002312
Train: [9280/49632 (19%)]	Loss: 0.001099
Train: [9312/49632 (19%)]	Loss: 0.001296
Train: [9344/49632 (19%)]	Loss: 0.000895
Train: [9376/49632 (19%)]	Loss: 0.001311
Train: [9408/49632 (19%)]	Loss: 0.000734
Train: [9440/49632 (19%)]	Loss: 0.000538
Train: [9472/49632 (19%)]	Loss: 0.000325
Train: [9504/49632 (19%)]	Loss: 0.000417
Train: [9536/49632 (19%)]	Loss: 0.000395
Train: [9568/49632 (19%)]	Loss: 0.000680
Train: [9600/49632 (19%)]	Loss: 0.000332
Train: [9632/49632 (19%)]	Loss: 0.000366
Train: [9664/49632 (19%)]	Loss: 0.000875
Train: [9696/49632 (20%)]	Loss: 0.000263
Train: [9728/49632 (20%)]	Loss: 0.000631
Train: [9760/49632 (20%)]	Loss: 0.000291
Train: [9792/49632 (20%)]	Loss: 0.000290
Train: [9824/49632 (20%)]	Loss: 0.000275
Train: [9856/49632 (20%)]	Loss: 0.000175
Train: [9888/49632 (20%)]	Loss: 0.000219
Train: [9920/49632 (20%)]	Loss: 0.000160
Train: [9952/49632 (20%)]	Loss: 0.000136
Train: [9984/49632 (20%)]	Loss: 0.000318
Train: [10016/49632 (20%)]	Loss: 0.000254
Train: [10048/49632 (20%)]	Loss: 0.000188
Train: [10080/49632 (20%)]	Loss: 0.000168
Train: [10112/49632 (20%)]	Loss: 0.000143
Train: [10144/49632 (20%)]	Loss: 0.000168
Train: [10176/49632 (21%)]	Loss: 0.000268
Train: [10208/49632 (21%)]	Loss: 0.000288
Train: [10240/49632 (21%)]	Loss: 0.000139
Train: [10272/49632 (21%)]	Loss: 0.000996
Train: [10304/49632 (21%)]	Loss: 0.000195
Train: [10336/49632 (21%)]	Loss: 0.001536
Train: [10368/49632 (21%)]	Loss: 0.000412
Train: [10400/49632 (21%)]	Loss: 0.000384
Train: [10432/49632 (21%)]	Loss: 0.000415
Train: [10464/49632 (21%)]	Loss: 0.000504
Train: [10496/49632 (21%)]	Loss: 0.000571
Train: [10528/49632 (21%)]	Loss: 0.000209
Train: [10560/49632 (21%)]	Loss: 0.000136
Train: [10592/49632 (21%)]	Loss: 0.000283
Train: [10624/49632 (21%)]	Loss: 0.000225
Train: [10656/49632 (21%)]	Loss: 0.000249
Train: [10688/49632 (22%)]	Loss: 0.000192
Train: [10720/49632 (22%)]	Loss: 0.000220
Train: [10752/49632 (22%)]	Loss: 0.000295
Train: [10784/49632 (22%)]	Loss: 0.000454
Train: [10816/49632 (22%)]	Loss: 0.000242
Train: [10848/49632 (22%)]	Loss: 0.000307
Train: [10880/49632 (22%)]	Loss: 0.000155
Train: [10912/49632 (22%)]	Loss: 0.000184
Train: [10944/49632 (22%)]	Loss: 0.000838
Train: [10976/49632 (22%)]	Loss: 0.000459
Train: [11008/49632 (22%)]	Loss: 0.000240
Train: [11040/49632 (22%)]	Loss: 0.000161
Train: [11072/49632 (22%)]	Loss: 0.000118
Train: [11104/49632 (22%)]	Loss: 0.000172
Train: [11136/49632 (22%)]	Loss: 0.000166
Train: [11168/49632 (23%)]	Loss: 0.000196
Train: [11200/49632 (23%)]	Loss: 0.000346
Train: [11232/49632 (23%)]	Loss: 0.000171
Train: [11264/49632 (23%)]	Loss: 0.000125
Train: [11296/49632 (23%)]	Loss: 0.000105
Train: [11328/49632 (23%)]	Loss: 0.000994
Train: [11360/49632 (23%)]	Loss: 0.000292
Train: [11392/49632 (23%)]	Loss: 0.000149
Train: [11424/49632 (23%)]	Loss: 0.000101
Train: [11456/49632 (23%)]	Loss: 0.000354
Train: [11488/49632 (23%)]	Loss: 0.000429
Train: [11520/49632 (23%)]	Loss: 0.000123
Train: [11552/49632 (23%)]	Loss: 0.000110
Train: [11584/49632 (23%)]	Loss: 0.000161
Train: [11616/49632 (23%)]	Loss: 0.000115
Train: [11648/49632 (23%)]	Loss: 0.000122
Train: [11680/49632 (24%)]	Loss: 0.000098
Train: [11712/49632 (24%)]	Loss: 0.000215
Train: [11744/49632 (24%)]	Loss: 0.000108
Train: [11776/49632 (24%)]	Loss: 0.000123
Train: [11808/49632 (24%)]	Loss: 0.000091
Train: [11840/49632 (24%)]	Loss: 0.000221
Train: [11872/49632 (24%)]	Loss: 0.000071
Train: [11904/49632 (24%)]	Loss: 0.000073
Train: [11936/49632 (24%)]	Loss: 0.000089
Train: [11968/49632 (24%)]	Loss: 0.000092
Train: [12000/49632 (24%)]	Loss: 0.000076
Train: [12032/49632 (24%)]	Loss: 0.000065
Train: [12064/49632 (24%)]	Loss: 0.000122
Train: [12096/49632 (24%)]	Loss: 0.000077
Train: [12128/49632 (24%)]	Loss: 0.000062
Train: [12160/49632 (25%)]	Loss: 0.000146
Train: [12192/49632 (25%)]	Loss: 0.000059
Train: [12224/49632 (25%)]	Loss: 0.000178
Train: [12256/49632 (25%)]	Loss: 0.000044
Train: [12288/49632 (25%)]	Loss: 0.000122
Train: [12320/49632 (25%)]	Loss: 0.000078
Train: [12352/49632 (25%)]	Loss: 0.000142
Train: [12384/49632 (25%)]	Loss: 0.000068
Train: [12416/49632 (25%)]	Loss: 0.000165
Train: [12448/49632 (25%)]	Loss: 0.000067
Train: [12480/49632 (25%)]	Loss: 0.000073
Train: [12512/49632 (25%)]	Loss: 0.000079
Train: [12544/49632 (25%)]	Loss: 0.000214
Train: [12576/49632 (25%)]	Loss: 0.000152
Train: [12608/49632 (25%)]	Loss: 0.000096
Train: [12640/49632 (25%)]	Loss: 0.000091
Train: [12672/49632 (26%)]	Loss: 0.000093
Train: [12704/49632 (26%)]	Loss: 0.000161
Train: [12736/49632 (26%)]	Loss: 0.000116
Train: [12768/49632 (26%)]	Loss: 0.000069
Train: [12800/49632 (26%)]	Loss: 0.000063
Train: [12832/49632 (26%)]	Loss: 0.000186
Train: [12864/49632 (26%)]	Loss: 0.000081
Train: [12896/49632 (26%)]	Loss: 0.000107
Train: [12928/49632 (26%)]	Loss: 0.000129
Train: [12960/49632 (26%)]	Loss: 0.000077
Train: [12992/49632 (26%)]	Loss: 0.000090
Train: [13024/49632 (26%)]	Loss: 0.000122
Train: [13056/49632 (26%)]	Loss: 0.000102
Train: [13088/49632 (26%)]	Loss: 0.000094
Train: [13120/49632 (26%)]	Loss: 0.000092
Train: [13152/49632 (26%)]	Loss: 0.000091
Train: [13184/49632 (27%)]	Loss: 0.000036
Train: [13216/49632 (27%)]	Loss: 0.000058
Train: [13248/49632 (27%)]	Loss: 0.000261
Train: [13280/49632 (27%)]	Loss: 0.000113
Train: [13312/49632 (27%)]	Loss: 0.000050
Train: [13344/49632 (27%)]	Loss: 0.000087
Train: [13376/49632 (27%)]	Loss: 0.000069
Train: [13408/49632 (27%)]	Loss: 0.000046
Train: [13440/49632 (27%)]	Loss: 0.000108
Train: [13472/49632 (27%)]	Loss: 0.000069
Train: [13504/49632 (27%)]	Loss: 0.000244
Train: [13536/49632 (27%)]	Loss: 0.000054
Train: [13568/49632 (27%)]	Loss: 0.000049
Train: [13600/49632 (27%)]	Loss: 0.000051
Train: [13632/49632 (27%)]	Loss: 0.000152
Train: [13664/49632 (28%)]	Loss: 0.000084
Train: [13696/49632 (28%)]	Loss: 0.000090
Train: [13728/49632 (28%)]	Loss: 0.000095
Train: [13760/49632 (28%)]	Loss: 0.000057
Train: [13792/49632 (28%)]	Loss: 0.000081
Train: [13824/49632 (28%)]	Loss: 0.000071
Train: [13856/49632 (28%)]	Loss: 0.000119
Train: [13888/49632 (28%)]	Loss: 0.000121
Train: [13920/49632 (28%)]	Loss: 0.000050
Train: [13952/49632 (28%)]	Loss: 0.000055
Train: [13984/49632 (28%)]	Loss: 0.000103
Train: [14016/49632 (28%)]	Loss: 0.000221
Train: [14048/49632 (28%)]	Loss: 0.000062
Train: [14080/49632 (28%)]	Loss: 0.000057
Train: [14112/49632 (28%)]	Loss: 0.000058
Train: [14144/49632 (28%)]	Loss: 0.000074
Train: [14176/49632 (29%)]	Loss: 0.000217
Train: [14208/49632 (29%)]	Loss: 0.000820
Train: [14240/49632 (29%)]	Loss: 0.000084
Train: [14272/49632 (29%)]	Loss: 0.000065
Train: [14304/49632 (29%)]	Loss: 0.000070
Train: [14336/49632 (29%)]	Loss: 0.000085
Train: [14368/49632 (29%)]	Loss: 0.000171
Train: [14400/49632 (29%)]	Loss: 0.000064
Train: [14432/49632 (29%)]	Loss: 0.000112
Train: [14464/49632 (29%)]	Loss: 0.000114
Train: [14496/49632 (29%)]	Loss: 0.000061
Train: [14528/49632 (29%)]	Loss: 0.000058
Train: [14560/49632 (29%)]	Loss: 0.000074
Train: [14592/49632 (29%)]	Loss: 0.000128
Train: [14624/49632 (29%)]	Loss: 0.000079
Train: [14656/49632 (30%)]	Loss: 0.000060
Train: [14688/49632 (30%)]	Loss: 0.000048
Train: [14720/49632 (30%)]	Loss: 0.000035
Train: [14752/49632 (30%)]	Loss: 0.000075
Train: [14784/49632 (30%)]	Loss: 0.000054
Train: [14816/49632 (30%)]	Loss: 0.000095
Train: [14848/49632 (30%)]	Loss: 0.000060
Train: [14880/49632 (30%)]	Loss: 0.000349
Train: [14912/49632 (30%)]	Loss: 0.000068
Train: [14944/49632 (30%)]	Loss: 0.000870
Train: [14976/49632 (30%)]	Loss: 0.000072
Train: [15008/49632 (30%)]	Loss: 0.000114
Train: [15040/49632 (30%)]	Loss: 0.000176
Train: [15072/49632 (30%)]	Loss: 0.000079
Train: [15104/49632 (30%)]	Loss: 0.000065
Train: [15136/49632 (30%)]	Loss: 0.000348
Train: [15168/49632 (31%)]	Loss: 0.000039
Train: [15200/49632 (31%)]	Loss: 0.003846
Train: [15232/49632 (31%)]	Loss: 0.000065
Train: [15264/49632 (31%)]	Loss: 0.000089
Train: [15296/49632 (31%)]	Loss: 0.000106
Train: [15328/49632 (31%)]	Loss: 0.000268
Train: [15360/49632 (31%)]	Loss: 0.000147
Train: [15392/49632 (31%)]	Loss: 0.000164
Train: [15424/49632 (31%)]	Loss: 0.000188
Train: [15456/49632 (31%)]	Loss: 0.000230
Train: [15488/49632 (31%)]	Loss: 0.000440
Train: [15520/49632 (31%)]	Loss: 0.000489
Train: [15552/49632 (31%)]	Loss: 0.000232
Train: [15584/49632 (31%)]	Loss: 0.000509
Train: [15616/49632 (31%)]	Loss: 0.005863
Train: [15648/49632 (32%)]	Loss: 0.000129
Train: [15680/49632 (32%)]	Loss: 0.000256
Train: [15712/49632 (32%)]	Loss: 0.000146
Train: [15744/49632 (32%)]	Loss: 0.000113
Train: [15776/49632 (32%)]	Loss: 0.000126
Train: [15808/49632 (32%)]	Loss: 0.000063
Train: [15840/49632 (32%)]	Loss: 0.000819
Train: [15872/49632 (32%)]	Loss: 0.000464
Train: [15904/49632 (32%)]	Loss: 0.000052
Train: [15936/49632 (32%)]	Loss: 0.000043
Train: [15968/49632 (32%)]	Loss: 0.000074
Train: [16000/49632 (32%)]	Loss: 0.000133
Train: [16032/49632 (32%)]	Loss: 0.000100
Train: [16064/49632 (32%)]	Loss: 0.000175
Train: [16096/49632 (32%)]	Loss: 0.000078
Train: [16128/49632 (32%)]	Loss: 0.000051
Train: [16160/49632 (33%)]	Loss: 0.000029
Train: [16192/49632 (33%)]	Loss: 0.000076
Train: [16224/49632 (33%)]	Loss: 0.000068
Train: [16256/49632 (33%)]	Loss: 0.000115
Train: [16288/49632 (33%)]	Loss: 0.000071
Train: [16320/49632 (33%)]	Loss: 0.000038
Train: [16352/49632 (33%)]	Loss: 0.000134
Train: [16384/49632 (33%)]	Loss: 0.000065
Train: [16416/49632 (33%)]	Loss: 0.000124
Train: [16448/49632 (33%)]	Loss: 0.000043
Train: [16480/49632 (33%)]	Loss: 0.000093
Train: [16512/49632 (33%)]	Loss: 0.000040
Train: [16544/49632 (33%)]	Loss: 0.007021
Train: [16576/49632 (33%)]	Loss: 0.000187
Train: [16608/49632 (33%)]	Loss: 0.001091
Train: [16640/49632 (34%)]	Loss: 0.001179
Train: [16672/49632 (34%)]	Loss: 0.001048
Train: [16704/49632 (34%)]	Loss: 0.000387
Train: [16736/49632 (34%)]	Loss: 0.000129
Train: [16768/49632 (34%)]	Loss: 0.000643
Train: [16800/49632 (34%)]	Loss: 0.000818
Train: [16832/49632 (34%)]	Loss: 0.000237
Train: [16864/49632 (34%)]	Loss: 0.000197
Train: [16896/49632 (34%)]	Loss: 0.000154
Train: [16928/49632 (34%)]	Loss: 0.002107
Train: [16960/49632 (34%)]	Loss: 0.000307
Train: [16992/49632 (34%)]	Loss: 0.001120
Train: [17024/49632 (34%)]	Loss: 0.000340
Train: [17056/49632 (34%)]	Loss: 0.000110
Train: [17088/49632 (34%)]	Loss: 0.000236
Train: [17120/49632 (34%)]	Loss: 0.000446
Train: [17152/49632 (35%)]	Loss: 0.000790
Train: [17184/49632 (35%)]	Loss: 0.000361
Train: [17216/49632 (35%)]	Loss: 0.000199
Train: [17248/49632 (35%)]	Loss: 0.000426
Train: [17280/49632 (35%)]	Loss: 0.000094
Train: [17312/49632 (35%)]	Loss: 0.000084
Train: [17344/49632 (35%)]	Loss: 0.000107
Train: [17376/49632 (35%)]	Loss: 0.000311
Train: [17408/49632 (35%)]	Loss: 0.000077
Train: [17440/49632 (35%)]	Loss: 0.000438
Train: [17472/49632 (35%)]	Loss: 0.000071
Train: [17504/49632 (35%)]	Loss: 0.000129
Train: [17536/49632 (35%)]	Loss: 0.000215
Train: [17568/49632 (35%)]	Loss: 0.000095
Train: [17600/49632 (35%)]	Loss: 0.000064
Train: [17632/49632 (36%)]	Loss: 0.000077
Train: [17664/49632 (36%)]	Loss: 0.000204
Train: [17696/49632 (36%)]	Loss: 0.000111
Train: [17728/49632 (36%)]	Loss: 0.000077
Train: [17760/49632 (36%)]	Loss: 0.000340
Train: [17792/49632 (36%)]	Loss: 0.000082
Train: [17824/49632 (36%)]	Loss: 0.000087
Train: [17856/49632 (36%)]	Loss: 0.000143
Train: [17888/49632 (36%)]	Loss: 0.000128
Train: [17920/49632 (36%)]	Loss: 0.000177
Train: [17952/49632 (36%)]	Loss: 0.000095
Train: [17984/49632 (36%)]	Loss: 0.000064
Train: [18016/49632 (36%)]	Loss: 0.000229
Train: [18048/49632 (36%)]	Loss: 0.000119
Train: [18080/49632 (36%)]	Loss: 0.000077
Train: [18112/49632 (36%)]	Loss: 0.000104
Train: [18144/49632 (37%)]	Loss: 0.000137
Train: [18176/49632 (37%)]	Loss: 0.000037
Train: [18208/49632 (37%)]	Loss: 0.000070
Train: [18240/49632 (37%)]	Loss: 0.000056
Train: [18272/49632 (37%)]	Loss: 0.000079
Train: [18304/49632 (37%)]	Loss: 0.000040
Train: [18336/49632 (37%)]	Loss: 0.000056
Train: [18368/49632 (37%)]	Loss: 0.000054
Train: [18400/49632 (37%)]	Loss: 0.000077
Train: [18432/49632 (37%)]	Loss: 0.000028
Train: [18464/49632 (37%)]	Loss: 0.000154
Train: [18496/49632 (37%)]	Loss: 0.000075
Train: [18528/49632 (37%)]	Loss: 0.000073
Train: [18560/49632 (37%)]	Loss: 0.000117
Train: [18592/49632 (37%)]	Loss: 0.000034
Train: [18624/49632 (38%)]	Loss: 0.000057
Train: [18656/49632 (38%)]	Loss: 0.000046
Train: [18688/49632 (38%)]	Loss: 0.000061
Train: [18720/49632 (38%)]	Loss: 0.000066
Train: [18752/49632 (38%)]	Loss: 0.000061
Train: [18784/49632 (38%)]	Loss: 0.000047
Train: [18816/49632 (38%)]	Loss: 0.000071
Train: [18848/49632 (38%)]	Loss: 0.000038
Train: [18880/49632 (38%)]	Loss: 0.000104
Train: [18912/49632 (38%)]	Loss: 0.000042
Train: [18944/49632 (38%)]	Loss: 0.000055
Train: [18976/49632 (38%)]	Loss: 0.000046
Train: [19008/49632 (38%)]	Loss: 0.000045
Train: [19040/49632 (38%)]	Loss: 0.000049
Train: [19072/49632 (38%)]	Loss: 0.000149
Train: [19104/49632 (38%)]	Loss: 0.000053
Train: [19136/49632 (39%)]	Loss: 0.000061
Train: [19168/49632 (39%)]	Loss: 0.000090
Train: [19200/49632 (39%)]	Loss: 0.000061
Train: [19232/49632 (39%)]	Loss: 0.000116
Train: [19264/49632 (39%)]	Loss: 0.000053
Train: [19296/49632 (39%)]	Loss: 0.000047
Train: [19328/49632 (39%)]	Loss: 0.000065
Train: [19360/49632 (39%)]	Loss: 0.000090
Train: [19392/49632 (39%)]	Loss: 0.000064
Train: [19424/49632 (39%)]	Loss: 0.000051
Train: [19456/49632 (39%)]	Loss: 0.000105
Train: [19488/49632 (39%)]	Loss: 0.000061
Train: [19520/49632 (39%)]	Loss: 0.000041
Train: [19552/49632 (39%)]	Loss: 0.000057
Train: [19584/49632 (39%)]	Loss: 0.000030
